Month,LocationID,ItemID,BeginningOnHand,PurchasedQty,SoldQty,AdjustmentsQty
2020-12-01,L06,63,29,0,0,0
2021-01-01,L06,63,29,0,0,0
2021-02-01,L06,63,29,0,0,0
2021-03-01,L06,63,29,0,0,0
2021-04-01,L06,63,29,0,0,0
2021-05-01,L06,63,29,0,0,0
2021-06-01,L06,63,29,0,0,0
2021-07-01,L06,63,29,0,0,0
2021-08-01,L06,63,29,0,0,0
2021-09-01,L06,63,29,0,0,0
2021-10-01,L06,63,29,0,0,-2
2021-11-01,L06,63,27,0,0,0
2021-12-01,L06,63,27,0,0,0
2022-01-01,L06,63,27,0,0,0
2022-02-01,L06,63,27,0,0,0
2022-03-01,L06,63,27,0,0,0
2022-04-01,L06,63,27,0,0,0
2022-05-01,L06,63,27,0,0,0
2022-06-01,L06,63,27,0,0,0
2022-07-01,L06,63,27,0,0,0
2022-08-01,L06,63,27,0,0,-2
2022-09-01,L06,63,25,0,0,0
2022-10-01,L06,63,25,0,0,0
2022-11-01,L06,63,25,0,0,0
2022-12-01,L06,63,25,0,0,0
2023-01-01,L06,63,25,0,0,0
2023-02-01,L06,63,25,0,0,0
2023-03-01,L06,63,25,0,0,0
2023-04-01,L06,63,25,0,0,0
2023-05-01,L06,63,25,0,0,0
2023-06-01,L06,63,25,0,0,0
2023-07-01,L06,63,25,0,0,0
2023-08-01,L06,63,25,0,0,0
2023-09-01,L06,63,25,0,0,0
2023-10-01,L06,63,25,0,0,0
2023-11-01,L06,63,25,0,0,0
2023-12-01,L06,63,25,0,0,-2
2024-01-01,L06,63,23,0,0,0
2024-02-01,L06,63,23,0,0,0
2024-03-01,L06,63,23,0,0,0
2024-04-01,L06,63,23,0,0,0
2024-05-01,L06,63,23,0,0,0
2024-06-01,L06,63,23,0,0,0
2024-07-01,L06,63,23,0,0,0
2024-08-01,L06,63,23,0,0,-4
2024-09-01,L06,63,19,0,0,0
2024-10-01,L06,63,19,0,0,0
2024-11-01,L06,63,19,0,0,-4
2024-12-01,L06,63,15,0,0,0
2025-01-01,L06,63,15,0,0,-1
2025-02-01,L06,63,14,0,0,0
2025-03-01,L06,63,14,0,0,1
2025-04-01,L06,63,15,0,0,0
2025-05-01,L06,63,15,0,0,2
2025-06-01,L06,63,17,0,0,0
2025-07-01,L06,63,17,0,0,0
2025-08-01,L06,63,17,0,0,0
2025-09-01,L06,63,17,0,0,-4
2025-10-01,L06,63,13,0,0,0
2025-11-01,L06,63,13,0,0,-2
2025-12-01,L06,63,11,0,0,-5
2020-01-01,L06,64,63,0,0,0
2020-02-01,L06,64,63,0,0,0
2020-03-01,L06,64,63,0,0,0
2020-04-01,L06,64,63,0,0,0
2020-05-01,L06,64,63,0,0,0
2020-06-01,L06,64,63,0,0,0
2020-07-01,L06,64,63,0,0,-2
2020-08-01,L06,64,61,0,0,0
2020-09-01,L06,64,61,0,0,0
2020-10-01,L06,64,61,0,0,0
2020-11-01,L06,64,61,0,0,0
2020-12-01,L06,64,61,0,0,-3
2021-01-01,L06,64,58,0,0,-3
2021-02-01,L06,64,55,0,0,0
2021-03-01,L06,64,55,0,0,0
2021-04-01,L06,64,55,0,0,0
2021-05-01,L06,64,55,0,0,0
2021-06-01,L06,64,55,0,0,-3
2021-07-01,L06,64,52,0,0,0
2021-08-01,L06,64,52,0,0,0
2021-09-01,L06,64,52,0,0,0
2021-10-01,L06,64,52,0,0,0
2021-11-01,L06,64,52,0,0,0
2021-12-01,L06,64,52,0,0,0
2022-01-01,L06,64,52,0,0,0
2022-02-01,L06,64,52,0,0,0
2022-03-01,L06,64,52,0,0,0
2022-04-01,L06,64,52,0,0,0
2022-05-01,L06,64,52,0,0,-3
2022-06-01,L06,64,49,0,0,0
2022-07-01,L06,64,49,0,0,0
2022-08-01,L06,64,49,0,0,0
2022-09-01,L06,64,49,0,0,0
2022-10-01,L06,64,49,0,0,0
2022-11-01,L06,64,49,0,0,0
2022-12-01,L06,64,49,0,0,0
2023-01-01,L06,64,49,0,0,-3
2023-02-01,L06,64,46,0,0,0
2023-03-01,L06,64,46,0,0,0
2023-04-01,L06,64,46,0,0,0
2023-05-01,L06,64,46,0,0,0
2023-06-01,L06,64,46,0,0,0
2023-07-01,L06,64,46,0,0,0
2023-08-01,L06,64,46,0,0,0
2023-09-01,L06,64,46,0,0,0
2023-10-01,L06,64,46,0,0,0
2023-11-01,L06,64,46,0,0,0
2023-12-01,L06,64,46,0,0,-1
2024-01-01,L06,64,45,0,0,0
2024-02-01,L06,64,45,0,0,0
2024-03-01,L06,64,45,0,0,0
2024-04-01,L06,64,45,0,0,0
2024-05-01,L06,64,45,0,0,0
2024-06-01,L06,64,45,0,0,-3
2024-07-01,L06,64,42,0,0,0
2024-08-01,L06,64,42,0,0,0
2024-09-01,L06,64,42,0,0,0
2024-10-01,L06,64,42,0,0,0
2024-11-01,L06,64,42,0,0,0
2024-12-01,L06,64,42,0,0,0
2025-01-01,L06,64,42,0,0,0
2025-02-01,L06,64,42,0,0,0
2025-03-01,L06,64,42,0,0,0
2025-04-01,L06,64,42,0,0,0
2025-05-01,L06,64,42,0,0,0
2025-06-01,L06,64,42,0,0,0
2025-07-01,L06,64,42,0,0,0
2025-08-01,L06,64,42,0,0,0
2025-09-01,L06,64,42,0,0,0
2025-10-01,L06,64,42,0,0,0
2025-11-01,L06,64,42,0,0,0
2025-12-01,L06,64,42,0,0,0
2020-01-01,L07,1,77,0,4,0
2020-02-01,L07,1,73,0,3,0
2020-03-01,L07,1,70,0,6,-4
2020-04-01,L07,1,60,0,0,0
2020-05-01,L07,1,60,0,6,-2
2020-06-01,L07,1,52,0,2,0
2020-07-01,L07,1,50,0,6,0
2020-08-01,L07,1,44,0,3,0
2020-09-01,L07,1,41,0,2,0
2020-10-01,L07,1,39,0,2,0
2020-11-01,L07,1,37,0,7,0
2020-12-01,L07,1,30,0,2,0
2021-01-01,L07,1,28,0,6,0
2021-02-01,L07,1,22,0,1,0
2021-03-01,L07,1,21,0,3,0
2021-04-01,L07,1,18,0,3,0
2021-05-01,L07,1,15,62,1,0
2021-06-01,L07,1,76,0,4,0
2021-07-01,L07,1,72,0,5,0
2021-08-01,L07,1,67,0,3,0
2021-09-01,L07,1,64,0,2,0
2021-10-01,L07,1,62,0,3,0
2021-11-01,L07,1,59,0,3,0
2021-12-01,L07,1,56,0,1,0
2022-01-01,L07,1,55,0,1,0
2022-02-01,L07,1,54,0,1,1
2022-03-01,L07,1,54,0,2,0
2022-04-01,L07,1,52,0,4,0
2022-05-01,L07,1,48,0,7,0
2022-06-01,L07,1,41,0,6,0
2022-07-01,L07,1,35,0,5,-3
2022-08-01,L07,1,27,0,5,0
2022-09-01,L07,1,22,0,2,0
2022-10-01,L07,1,20,0,1,0
2022-11-01,L07,1,19,0,5,-2
2022-12-01,L07,1,12,65,5,0
2023-01-01,L07,1,72,0,3,0
2023-02-01,L07,1,69,0,1,0
2023-03-01,L07,1,68,0,2,0
2023-04-01,L07,1,66,0,3,0
2023-05-01,L07,1,63,0,2,0
2023-06-01,L07,1,61,0,2,0
2023-07-01,L07,1,59,0,3,0
2023-08-01,L07,1,56,0,2,0
2023-09-01,L07,1,54,0,3,0
2023-10-01,L07,1,51,0,1,0
2023-11-01,L07,1,50,0,2,0
2023-12-01,L07,1,48,0,3,0
2024-01-01,L07,1,45,0,5,0
2024-02-01,L07,1,40,0,7,0
2024-03-01,L07,1,33,0,3,0
2024-04-01,L07,1,30,0,1,0
2024-05-01,L07,1,29,0,3,0
2024-06-01,L07,1,26,0,6,0
2024-07-01,L07,1,20,0,3,0
2024-08-01,L07,1,17,0,3,0
2024-09-01,L07,1,14,63,0,0
2024-10-01,L07,1,77,0,2,0
2024-11-01,L07,1,75,0,3,0
2024-12-01,L07,1,72,0,4,0
2025-01-01,L07,1,68,0,5,0
2025-02-01,L07,1,63,0,6,0
2025-03-01,L07,1,57,0,8,0
2025-04-01,L07,1,49,0,0,0
2025-05-01,L07,1,49,0,1,-4
2025-06-01,L07,1,44,0,6,0
2025-07-01,L07,1,38,0,3,0
2025-08-01,L07,1,35,0,6,0
2025-09-01,L07,1,29,0,6,0
2025-10-01,L07,1,23,0,4,0
2025-11-01,L07,1,19,0,2,0
2025-12-01,L07,1,17,0,3,0
2020-01-01,L07,2,68,0,1,-2
2020-02-01,L07,2,65,0,1,0
2020-03-01,L07,2,64,0,3,0
2020-04-01,L07,2,61,0,6,0
2020-05-01,L07,2,55,0,8,0
2020-06-01,L07,2,47,0,4,0
2020-07-01,L07,2,43,0,7,0
2020-08-01,L07,2,36,0,8,0
2020-09-01,L07,2,28,0,7,0
2020-10-01,L07,2,21,0,4,0
2020-11-01,L07,2,17,0,3,0
2020-12-01,L07,2,14,0,2,0
2021-01-01,L07,2,12,56,3,0
2021-02-01,L07,2,65,0,0,0
2021-03-01,L07,2,65,0,2,0
2021-04-01,L07,2,63,0,9,0
2021-05-01,L07,2,54,0,8,0
2021-06-01,L07,2,46,0,5,0
2021-07-01,L07,2,41,0,7,0
2021-08-01,L07,2,34,0,5,-4
2021-09-01,L07,2,25,0,4,0
2021-10-01,L07,2,21,0,4,0
2021-11-01,L07,2,17,0,3,0
2021-12-01,L07,2,14,0,1,0
2022-01-01,L07,2,13,55,4,0
2022-02-01,L07,2,64,0,1,0
2022-03-01,L07,2,63,0,9,-1
2022-04-01,L07,2,53,0,3,0
2022-05-01,L07,2,50,0,8,0
2022-06-01,L07,2,42,0,4,0
2022-07-01,L07,2,38,0,3,0
2022-08-01,L07,2,35,0,4,0
2022-09-01,L07,2,31,0,4,0
2022-10-01,L07,2,27,0,2,-1
2022-11-01,L07,2,24,0,3,0
2022-12-01,L07,2,21,0,2,0
2023-01-01,L07,2,19,0,6,0
2023-02-01,L07,2,13,55,3,0
2023-03-01,L07,2,65,0,3,-2
2023-04-01,L07,2,60,0,6,0
2023-05-01,L07,2,54,0,1,0
2023-06-01,L07,2,53,0,3,0
2023-07-01,L07,2,50,0,2,0
2023-08-01,L07,2,48,0,1,0
2023-09-01,L07,2,47,0,2,0
2023-10-01,L07,2,45,0,2,0
2023-11-01,L07,2,43,0,3,-3
2023-12-01,L07,2,37,0,4,0
2024-01-01,L07,2,33,0,3,0
2024-02-01,L07,2,30,0,4,0
2024-03-01,L07,2,26,0,4,0
2024-04-01,L07,2,22,0,1,-3
2024-05-01,L07,2,18,0,2,0
2024-06-01,L07,2,16,0,0,0
2024-07-01,L07,2,16,0,2,0
2024-08-01,L07,2,14,0,6,0
2024-09-01,L07,2,8,60,2,0
2024-10-01,L07,2,66,0,4,0
2024-11-01,L07,2,62,0,1,0
2024-12-01,L07,2,61,0,6,0
2025-01-01,L07,2,55,0,3,0
2025-02-01,L07,2,52,0,4,-5
2025-03-01,L07,2,43,0,1,-2
2025-04-01,L07,2,40,0,5,0
2025-05-01,L07,2,35,0,3,0
2025-06-01,L07,2,32,0,5,0
2025-07-01,L07,2,27,0,2,0
2025-08-01,L07,2,25,0,3,0
2025-09-01,L07,2,22,0,2,0
2025-10-01,L07,2,20,0,7,0
2025-11-01,L07,2,13,55,0,0
2025-12-01,L07,2,68,0,2,-2
2020-01-01,L07,3,83,0,2,0
2020-02-01,L07,3,81,0,2,0
2020-03-01,L07,3,79,0,4,0
2020-04-01,L07,3,75,0,4,0
2020-05-01,L07,3,71,0,4,0
2020-06-01,L07,3,67,0,3,0
2020-07-01,L07,3,64,0,1,-4
2020-08-01,L07,3,59,0,5,0
2020-09-01,L07,3,54,0,0,0
2020-10-01,L07,3,54,0,2,0
2020-11-01,L07,3,52,0,4,0
2020-12-01,L07,3,48,0,3,-1
2021-01-01,L07,3,44,0,3,-5
2021-02-01,L07,3,36,0,3,0
2021-03-01,L07,3,33,0,5,0
2021-04-01,L07,3,28,0,5,0
2021-05-01,L07,3,23,0,3,-2
2021-06-01,L07,3,18,0,4,0
2021-07-01,L07,3,14,69,8,0
2021-08-01,L07,3,75,0,8,0
2021-09-01,L07,3,67,0,8,0
2021-10-01,L07,3,59,0,2,0
2021-11-01,L07,3,57,0,1,0
2021-12-01,L07,3,56,0,3,0
2022-01-01,L07,3,53,0,2,0
2022-02-01,L07,3,51,0,0,0
2022-03-01,L07,3,51,0,7,0
2022-04-01,L07,3,44,0,6,0
2022-05-01,L07,3,38,0,4,-4
2022-06-01,L07,3,30,0,2,0
2022-07-01,L07,3,28,0,4,0
2022-08-01,L07,3,24,0,7,0
2022-09-01,L07,3,17,0,5,0
2022-10-01,L07,3,12,71,3,0
2022-11-01,L07,3,80,0,1,0
2022-12-01,L07,3,79,0,2,0
2023-01-01,L07,3,77,0,4,-2
2023-02-01,L07,3,71,0,3,0
2023-03-01,L07,3,68,0,1,2
2023-04-01,L07,3,69,0,1,0
2023-05-01,L07,3,68,0,5,0
2023-06-01,L07,3,63,0,0,0
2023-07-01,L07,3,63,0,1,0
2023-08-01,L07,3,62,0,2,0
2023-09-01,L07,3,60,0,4,-3
2023-10-01,L07,3,53,0,5,0
2023-11-01,L07,3,48,0,5,0
2023-12-01,L07,3,43,0,1,0
2024-01-01,L07,3,42,0,3,0
2024-02-01,L07,3,39,0,3,0
2024-03-01,L07,3,36,0,6,0
2024-04-01,L07,3,30,0,5,-2
2024-05-01,L07,3,23,0,2,0
2024-06-01,L07,3,21,0,2,0
2024-07-01,L07,3,19,0,1,-1
2024-08-01,L07,3,17,0,2,0
2024-09-01,L07,3,15,68,2,-3
2024-10-01,L07,3,78,0,4,0
2024-11-01,L07,3,74,0,3,0
2024-12-01,L07,3,71,0,2,0
2025-01-01,L07,3,69,0,3,-1
2025-02-01,L07,3,65,0,5,0
2025-03-01,L07,3,60,0,4,0
2025-04-01,L07,3,56,0,3,0
2025-05-01,L07,3,53,0,6,-5
2025-06-01,L07,3,42,0,6,0
2025-07-01,L07,3,36,0,5,0
2025-08-01,L07,3,31,0,2,0
2025-09-01,L07,3,29,0,4,-5
2025-10-01,L07,3,20,0,2,0
2025-11-01,L07,3,18,0,3,0
2025-12-01,L07,3,15,68,2,0
2020-01-01,L07,4,54,0,3,0
2020-02-01,L07,4,51,0,1,0
2020-03-01,L07,4,50,0,6,0
2020-04-01,L07,4,44,0,3,0
2020-05-01,L07,4,41,0,5,0
2020-06-01,L07,4,36,0,2,-2
2020-07-01,L07,4,32,0,3,-4
2020-08-01,L07,4,25,0,4,0
2020-09-01,L07,4,21,0,3,0
2020-10-01,L07,4,18,0,1,0
2020-11-01,L07,4,17,0,3,0
2020-12-01,L07,4,14,0,2,-5
2021-01-01,L07,4,7,47,4,0
2021-02-01,L07,4,50,0,3,0
2021-03-01,L07,4,47,0,4,0
2021-04-01,L07,4,43,0,2,0
2021-05-01,L07,4,41,0,7,-3
2021-06-01,L07,4,31,0,3,0
2021-07-01,L07,4,28,0,4,0
2021-08-01,L07,4,24,0,5,0
2021-09-01,L07,4,19,0,5,0
2021-10-01,L07,4,14,0,5,0
2021-11-01,L07,4,9,45,1,0
2021-12-01,L07,4,53,0,0,0
2022-01-01,L07,4,53,0,1,0
2022-02-01,L07,4,52,0,1,-3
2022-03-01,L07,4,48,0,4,-1
2022-04-01,L07,4,43,0,6,-3
2022-05-01,L07,4,34,0,4,0
2022-06-01,L07,4,30,0,7,-2
2022-07-01,L07,4,21,0,4,0
2022-08-01,L07,4,17,0,4,0
2022-09-01,L07,4,13,0,6,0
2022-10-01,L07,4,7,47,0,0
2022-11-01,L07,4,54,0,2,0
2022-12-01,L07,4,52,0,4,0
2023-01-01,L07,4,48,0,2,0
2023-02-01,L07,4,46,0,1,0
2023-03-01,L07,4,45,0,3,0
2023-04-01,L07,4,42,0,2,1
2023-05-01,L07,4,41,0,2,0
2023-06-01,L07,4,39,0,2,0
2023-07-01,L07,4,37,0,1,-5
2023-08-01,L07,4,31,0,6,0
2023-09-01,L07,4,25,0,3,0
2023-10-01,L07,4,22,0,1,0
2023-11-01,L07,4,21,0,2,0
2023-12-01,L07,4,19,0,2,0
2024-01-01,L07,4,17,0,3,0
2024-02-01,L07,4,14,0,2,0
2024-03-01,L07,4,12,0,3,0
2024-04-01,L07,4,9,45,3,-1
2024-05-01,L07,4,50,0,4,0
2024-06-01,L07,4,46,0,5,0
2024-07-01,L07,4,41,0,5,0
2024-08-01,L07,4,36,0,5,0
2024-09-01,L07,4,31,0,4,0
2024-10-01,L07,4,27,0,0,0
2024-11-01,L07,4,27,0,2,0
2024-12-01,L07,4,25,0,0,0
2025-01-01,L07,4,25,0,3,0
2025-02-01,L07,4,22,0,3,0
2025-03-01,L07,4,19,0,3,0
2025-04-01,L07,4,16,0,5,0
2025-05-01,L07,4,11,0,3,0
2025-06-01,L07,4,8,46,4,0
2025-07-01,L07,4,50,0,4,0
2025-08-01,L07,4,46,0,4,0
2025-09-01,L07,4,42,0,5,0
2025-10-01,L07,4,37,0,1,0
2025-11-01,L07,4,36,0,7,-1
2025-12-01,L07,4,28,0,3,0
2020-01-01,L07,5,45,0,1,0
2020-02-01,L07,5,44,0,1,-1
2020-03-01,L07,5,42,0,2,0
2020-04-01,L07,5,40,0,5,0
2020-05-01,L07,5,35,0,9,0
2020-06-01,L07,5,26,0,7,0
2020-07-01,L07,5,19,0,4,-2
2020-08-01,L07,5,13,0,11,0
2020-09-01,L07,5,2,43,3,0
2020-10-01,L07,5,42,0,1,0
2020-11-01,L07,5,41,0,5,-2
2020-12-01,L07,5,34,0,2,0
2021-01-01,L07,5,32,0,0,0
2021-02-01,L07,5,32,0,3,-3
2021-03-01,L07,5,26,0,4,0
2021-04-01,L07,5,22,0,2,0
2021-05-01,L07,5,20,0,6,0
2021-06-01,L07,5,14,0,3,0
2021-07-01,L07,5,11,0,8,0
2021-08-01,L07,5,3,42,8,0
2021-09-01,L07,5,37,0,5,0
2021-10-01,L07,5,32,0,3,-1
2021-11-01,L07,5,28,0,0,0
2021-12-01,L07,5,28,0,3,0
2022-01-01,L07,5,25,0,6,0
2022-02-01,L07,5,19,0,3,0
2022-03-01,L07,5,16,0,5,0
2022-04-01,L07,5,11,0,4,0
2022-05-01,L07,5,7,38,3,0
2022-06-01,L07,5,42,0,6,0
2022-07-01,L07,5,36,0,4,0
2022-08-01,L07,5,32,0,6,0
2022-09-01,L07,5,26,0,4,-4
2022-10-01,L07,5,18,0,3,0
2022-11-01,L07,5,15,0,1,-3
2022-12-01,L07,5,11,0,1,0
2023-01-01,L07,5,10,0,3,-3
2023-02-01,L07,5,4,41,2,0
2023-03-01,L07,5,43,0,2,0
2023-04-01,L07,5,41,0,3,0
2023-05-01,L07,5,38,0,2,-5
2023-06-01,L07,5,31,0,0,-4
2023-07-01,L07,5,27,0,2,0
2023-08-01,L07,5,25,0,3,-3
2023-09-01,L07,5,19,0,4,0
2023-10-01,L07,5,15,0,3,0
2023-11-01,L07,5,12,0,4,0
2023-12-01,L07,5,8,37,3,0
2024-01-01,L07,5,42,0,6,0
2024-02-01,L07,5,36,0,4,0
2024-03-01,L07,5,32,0,2,0
2024-04-01,L07,5,30,0,4,0
2024-05-01,L07,5,26,0,10,0
2024-06-01,L07,5,16,0,4,-4
2024-07-01,L07,5,8,37,5,0
2024-08-01,L07,5,40,0,3,0
2024-09-01,L07,5,37,0,1,0
2024-10-01,L07,5,36,0,1,0
2024-11-01,L07,5,35,0,3,-5
2024-12-01,L07,5,27,0,1,-5
2025-01-01,L07,5,21,0,3,2
2025-02-01,L07,5,20,0,2,0
2025-03-01,L07,5,18,0,3,0
2025-04-01,L07,5,15,0,5,0
2025-05-01,L07,5,10,0,4,0
2025-06-01,L07,5,6,39,3,-4
2025-07-01,L07,5,38,0,4,0
2025-08-01,L07,5,34,0,4,0
2025-09-01,L07,5,30,0,6,0
2025-10-01,L07,5,24,0,4,0
2025-11-01,L07,5,20,0,3,0
2025-12-01,L07,5,17,0,2,0
2020-01-01,L07,6,79,0,2,0
2020-02-01,L07,6,77,0,2,0
2020-03-01,L07,6,75,0,2,1
2020-04-01,L07,6,74,0,8,0
2020-05-01,L07,6,66,0,4,-3
2020-06-01,L07,6,59,0,4,0
2020-07-01,L07,6,55,0,4,0
2020-08-01,L07,6,51,0,3,0
2020-09-01,L07,6,48,0,3,0
2020-10-01,L07,6,45,0,1,0
2020-11-01,L07,6,44,0,2,0
2020-12-01,L07,6,42,0,2,0
2021-01-01,L07,6,40,0,0,0
2021-02-01,L07,6,40,0,1,0
2021-03-01,L07,6,39,0,4,0
2021-04-01,L07,6,35,0,4,0
2021-05-01,L07,6,31,0,4,0
2021-06-01,L07,6,27,0,2,0
2021-07-01,L07,6,25,0,4,0
2021-08-01,L07,6,21,0,6,0
2021-09-01,L07,6,15,64,2,0
2021-10-01,L07,6,77,0,2,0
2021-11-01,L07,6,75,0,3,0
2021-12-01,L07,6,72,0,2,0
2022-01-01,L07,6,70,0,2,0
2022-02-01,L07,6,68,0,1,0
2022-03-01,L07,6,67,0,5,0
2022-04-01,L07,6,62,0,4,0
2022-05-01,L07,6,58,0,2,0
2022-06-01,L07,6,56,0,4,0
2022-07-01,L07,6,52,0,2,0
2022-08-01,L07,6,50,0,4,0
2022-09-01,L07,6,46,0,3,0
2022-10-01,L07,6,43,0,2,0
2022-11-01,L07,6,41,0,3,0
2022-12-01,L07,6,38,0,2,0
2023-01-01,L07,6,36,0,1,0
2023-02-01,L07,6,35,0,1,0
2023-03-01,L07,6,34,0,3,0
2023-04-01,L07,6,31,0,4,0
2023-05-01,L07,6,27,0,1,0
2023-06-01,L07,6,26,0,2,0
2023-07-01,L07,6,24,0,0,0
2023-08-01,L07,6,24,0,3,0
2023-09-01,L07,6,21,0,3,-5
2023-10-01,L07,6,13,66,4,0
2023-11-01,L07,6,75,0,1,0
2023-12-01,L07,6,74,0,0,0
2024-01-01,L07,6,74,0,5,0
2024-02-01,L07,6,69,0,0,0
2024-03-01,L07,6,69,0,4,0
2024-04-01,L07,6,65,0,4,0
2024-05-01,L07,6,61,0,6,-1
2024-06-01,L07,6,54,0,5,0
2024-07-01,L07,6,49,0,3,0
2024-08-01,L07,6,46,0,6,0
2024-09-01,L07,6,40,0,1,0
2024-10-01,L07,6,39,0,0,0
2024-11-01,L07,6,39,0,0,0
2024-12-01,L07,6,39,0,1,-3
2025-01-01,L07,6,35,0,4,0
2025-02-01,L07,6,31,0,5,0
2025-03-01,L07,6,26,0,3,-5
2025-04-01,L07,6,18,0,3,0
2025-05-01,L07,6,15,64,7,0
2025-06-01,L07,6,72,0,4,0
2025-07-01,L07,6,68,0,4,0
2025-08-01,L07,6,64,0,8,0
2025-09-01,L07,6,56,0,1,0
2025-10-01,L07,6,55,0,3,-1
2025-11-01,L07,6,51,0,3,0
2025-12-01,L07,6,48,0,7,0
2020-01-01,L07,7,53,0,2,0
2020-02-01,L07,7,51,0,2,0
2020-03-01,L07,7,49,0,2,0
2020-04-01,L07,7,47,0,3,0
2020-05-01,L07,7,44,0,4,0
2020-06-01,L07,7,40,0,5,0
2020-07-01,L07,7,35,0,9,0
2020-08-01,L07,7,26,0,2,0
2020-09-01,L07,7,24,0,2,0
2020-10-01,L07,7,22,0,2,0
2020-11-01,L07,7,20,0,1,0
2020-12-01,L07,7,19,0,3,0
2021-01-01,L07,7,16,0,5,0
2021-02-01,L07,7,11,0,3,0
2021-03-01,L07,7,8,45,4,0
2021-04-01,L07,7,49,0,4,-2
2021-05-01,L07,7,43,0,4,0
2021-06-01,L07,7,39,0,11,0
2021-07-01,L07,7,28,0,3,0
2021-08-01,L07,7,25,0,9,0
2021-09-01,L07,7,16,0,3,0
2021-10-01,L07,7,13,0,1,0
2021-11-01,L07,7,12,0,4,0
2021-12-01,L07,7,8,45,2,0
2022-01-01,L07,7,51,0,4,2
2022-02-01,L07,7,49,0,2,0
2022-03-01,L07,7,47,0,6,0
2022-04-01,L07,7,41,0,5,0
2022-05-01,L07,7,36,0,5,0
2022-06-01,L07,7,31,0,6,0
2022-07-01,L07,7,25,0,5,0
2022-08-01,L07,7,20,0,7,0
2022-09-01,L07,7,13,0,4,0
2022-10-01,L07,7,9,44,2,0
2022-11-01,L07,7,51,0,5,0
2022-12-01,L07,7,46,0,2,0
2023-01-01,L07,7,44,0,3,0
2023-02-01,L07,7,41,0,4,0
2023-03-01,L07,7,37,0,2,0
2023-04-01,L07,7,35,0,1,0
2023-05-01,L07,7,34,0,1,0
2023-06-01,L07,7,33,0,2,-3
2023-07-01,L07,7,28,0,1,0
2023-08-01,L07,7,27,0,2,-2
2023-09-01,L07,7,23,0,2,0
2023-10-01,L07,7,21,0,3,0
2023-11-01,L07,7,18,0,1,0
2023-12-01,L07,7,17,0,1,0
2024-01-01,L07,7,16,0,5,-2
2024-02-01,L07,7,9,44,1,0
2024-03-01,L07,7,52,0,1,0
2024-04-01,L07,7,51,0,2,0
2024-05-01,L07,7,49,0,4,0
2024-06-01,L07,7,45,0,5,-2
2024-07-01,L07,7,38,0,0,0
2024-08-01,L07,7,38,0,2,0
2024-09-01,L07,7,36,0,4,0
2024-10-01,L07,7,32,0,4,0
2024-11-01,L07,7,28,0,3,0
2024-12-01,L07,7,25,0,1,0
2025-01-01,L07,7,24,0,2,0
2025-02-01,L07,7,22,0,2,0
2025-03-01,L07,7,20,0,3,0
2025-04-01,L07,7,17,0,4,0
2025-05-01,L07,7,13,0,6,0
2025-06-01,L07,7,7,46,6,0
2025-07-01,L07,7,47,0,4,-2
2025-08-01,L07,7,41,0,2,0
2025-09-01,L07,7,39,0,8,0
2025-10-01,L07,7,31,0,6,0
2025-11-01,L07,7,25,0,4,0
2025-12-01,L07,7,21,0,2,0
2020-01-01,L07,8,56,0,3,0
2020-02-01,L07,8,53,0,4,0
2020-03-01,L07,8,49,0,2,0
2020-04-01,L07,8,47,0,1,0
2020-05-01,L07,8,46,0,4,-3
2020-06-01,L07,8,39,0,6,0
2020-07-01,L07,8,33,0,2,0
2020-08-01,L07,8,31,0,7,0
2020-09-01,L07,8,24,0,4,0
2020-10-01,L07,8,20,0,3,0
2020-11-01,L07,8,17,0,2,0
2020-12-01,L07,8,15,0,2,-2
2021-01-01,L07,8,11,45,3,-4
2021-02-01,L07,8,49,0,3,0
2021-03-01,L07,8,46,0,3,0
2021-04-01,L07,8,43,0,0,0
2021-05-01,L07,8,43,0,5,1
2021-06-01,L07,8,39,0,7,-4
2021-07-01,L07,8,28,0,7,0
2021-08-01,L07,8,21,0,8,0
2021-09-01,L07,8,13,0,4,0
2021-10-01,L07,8,9,47,3,0
2021-11-01,L07,8,53,0,4,0
2021-12-01,L07,8,49,0,1,0
2022-01-01,L07,8,48,0,1,0
2022-02-01,L07,8,47,0,3,0
2022-03-01,L07,8,44,0,5,-2
2022-04-01,L07,8,37,0,11,-4
2022-05-01,L07,8,22,0,4,0
2022-06-01,L07,8,18,0,3,0
2022-07-01,L07,8,15,0,6,-5
2022-08-01,L07,8,4,52,4,0
2022-09-01,L07,8,52,0,5,0
2022-10-01,L07,8,47,0,3,0
2022-11-01,L07,8,44,0,1,0
2022-12-01,L07,8,43,0,0,-4
2023-01-01,L07,8,39,0,3,0
2023-02-01,L07,8,36,0,1,0
2023-03-01,L07,8,35,0,2,0
2023-04-01,L07,8,33,0,0,0
2023-05-01,L07,8,33,0,4,0
2023-06-01,L07,8,29,0,3,0
2023-07-01,L07,8,26,0,0,-1
2023-08-01,L07,8,25,0,0,0
2023-09-01,L07,8,25,0,0,0
2023-10-01,L07,8,25,0,2,-4
2023-11-01,L07,8,19,0,0,0
2023-12-01,L07,8,19,0,2,0
2024-01-01,L07,8,17,0,2,-2
2024-02-01,L07,8,13,0,1,0
2024-03-01,L07,8,12,0,0,0
2024-04-01,L07,8,12,0,4,0
2024-05-01,L07,8,8,48,2,0
2024-06-01,L07,8,54,0,3,0
2024-07-01,L07,8,51,0,3,0
2024-08-01,L07,8,48,0,1,0
